pid,name,party,district,status,wiki_url,tw（現在）,hp（現在）,X（入力）,個人HP（入力）
P161,小泉 進次郎,自民党,神奈川11,現職,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%B3%89%E9%80%B2%E6%AC%A1%E9%83%8E,https://x.com/shinjirokoiz,,,
P162,小泉 龍司,自民党,埼玉11,現職,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%B3%89%E9%BE%8D%E5%8F%B8,,,,
P163,河野 太郎,自民党,神奈川15,現職,https://ja.wikipedia.org/wiki/%E6%B2%B3%E9%87%8E%E5%A4%AA%E9%83%8E,https://x.com/konotarogomame,,,
P164,高村 正大,自民党,山口1,現職,https://ja.wikipedia.org/wiki/高村正大,,,,
P165,こうらい啓一郎,自民党,比例・近畿,現職,https://ja.wikipedia.org/wiki/こうらい啓一郎,,,,
P166,古賀 篤,自民党,福岡3,現職,https://ja.wikipedia.org/wiki/古賀篤,,,,
P167,國場 幸之助,自民党,沖縄1,現職,https://ja.wikipedia.org/wiki/國場幸之助,,,,
P168,輿水 恵一,中道改革連合,比例・北関東,現職,https://ja.wikipedia.org/wiki/輿水恵一,,,,
P169,小寺 裕雄,自民党,比例・近畿,現職,https://ja.wikipedia.org/wiki/小寺裕雄,,,,
P170,後藤 茂之,自民党,長野4,現職,https://ja.wikipedia.org/wiki/後藤茂之,,,,
P171,後藤 祐一,中道改革連合,比例・南関東,現職,https://ja.wikipedia.org/wiki/後藤祐一,,,,
P172,許斐 亮太郎,国民民主党,比例・九州,現職,https://ja.wikipedia.org/wiki/許斐亮太郎,,,,
P173,小林 茂樹,自民党,奈良1,現職,https://ja.wikipedia.org/wiki/小林茂樹,,,,
P174,小林 修平,チームみらい,比例・南関東,現職,https://ja.wikipedia.org/wiki/小林修平,,,,
P175,小林 鷹之,自民党,千葉2,現職,https://ja.wikipedia.org/wiki/小林鷹之,https://x.com/kobahawk,,,
P176,小林 史明,自民党,広島6,現職,https://ja.wikipedia.org/wiki/小林史明,https://x.com/fumiaki_kobashi,,,
P177,小森 卓郎,自民党,石川1,現職,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%A3%AE%E5%8D%93%E9%83%8E,https://x.com/takuokomori_1,,,
P178,今 洋佑,自民党,比例・北陸信越,現職,https://ja.wikipedia.org/wiki/今洋佑,,,,
P179,近藤 和也,中道改革連合,比例・北陸信越,現職,https://ja.wikipedia.org/wiki/%E8%BF%91%E8%97%A4%E5%92%8C%E4%B9%9F,https://x.com/kondokazuya_,,,
P180,近藤 雅彦,国民民主党,比例・九州,現職,https://ja.wikipedia.org/wiki/近藤雅彦,,,,
P181,斉木 武志,自民党,福井2,現職,https://ja.wikipedia.org/wiki/斉木武志,,,,
P182,西條 昌良,自民党,比例・北関東,現職,https://ja.wikipedia.org/wiki/西條昌良,,,,
P183,斎藤アレックス,日本維新の会,比例・近畿,現職,https://ja.wikipedia.org/wiki/%E6%96%8E%E8%97%A4%E3%82%A2%E3%83%AC%E3%83%83%E3%82%AF%E3%82%B9,https://x.com/AlexSaito2019,,,
P184,齋藤 健,自民党,千葉7,現職,https://ja.wikipedia.org/wiki/%E9%BD%8B%E8%97%A4%E5%81%A5,https://x.com/saitou_ken,,,
P185,斉藤 鉄夫,中道改革連合,比例・中国,現職,https://ja.wikipedia.org/wiki/%E6%96%89%E8%97%A4%E9%89%84%E5%A4%AB,https://x.com/saitotetsuo,,,
P186,斎藤 洋明,自民党,新潟3,現職,https://ja.wikipedia.org/wiki/斎藤洋明,,,,
P187,斉藤 りえ,自民党,比例・東海,現職,https://ja.wikipedia.org/wiki/斉藤りえ,,,,
P188,坂井 学,自民党,神奈川5,現職,https://ja.wikipedia.org/wiki/坂井学,,,,
P189,坂本 哲志,自民党,熊本3,現職,https://ja.wikipedia.org/wiki/坂本哲志,,,,
P190,坂本 竜太郎,自民党,福島4,現職,https://ja.wikipedia.org/wiki/坂本竜太郎,,,,
P191,笹川 博義,自民党,群馬3,現職,https://ja.wikipedia.org/wiki/笹川博義,,,,
P192,佐々木 紀,自民党,石川2,現職,https://ja.wikipedia.org/wiki/佐々木紀,,,,
P193,佐々木 真琴,国民民主党,比例・東北,現職,https://ja.wikipedia.org/wiki/佐々木真琴,,,,
P194,佐藤 英道,中道改革連合,比例・北海道,現職,https://ja.wikipedia.org/wiki/佐藤英道,,,,
P195,佐藤 主迪,自民党,神奈川16,現職,https://ja.wikipedia.org/wiki/佐藤主迪,,,,
P196,塩川 鉄也,日本共産党,比例・北関東,現職,https://ja.wikipedia.org/wiki/塩川鉄也,,,,
P197,塩崎 彰久,自民党,愛媛1,現職,https://ja.wikipedia.org/wiki/塩崎彰久,,,,
P198,重徳 和彦,中道改革連合,比例・東海,現職,https://ja.wikipedia.org/wiki/重徳和彦,,,,
P199,繁本 護,自民党,比例・近畿,現職,https://ja.wikipedia.org/wiki/繁本護,,,,
P200,階 猛,中道改革連合,岩手1,現職,https://ja.wikipedia.org/wiki/階猛,,,,
P201,柴山 昌彦,自民党,埼玉8,現職,https://ja.wikipedia.org/wiki/柴山昌彦,,,,
P202,島尻 安伊子,自民党,沖縄3,現職,https://ja.wikipedia.org/wiki/島尻安伊子,,,,
P203,島田 智明,自民党,比例・近畿,現職,https://ja.wikipedia.org/wiki/島田智明,,,,
P204,島村 かおる,参政党,比例・中国,現職,https://ja.wikipedia.org/wiki/島村かおる,,,,
P205,下村 博文,自民党,東京11,現職,https://ja.wikipedia.org/wiki/下村博文,,,,
P206,庄子 賢一,中道改革連合,比例・東北,現職,https://ja.wikipedia.org/wiki/庄子賢一,,,,
P207,白坂 亜紀,自民党,比例・九州,現職,https://ja.wikipedia.org/wiki/白坂亜紀,,,,
P208,新谷 正義,自民党,広島4,現職,https://ja.wikipedia.org/wiki/新谷正義,,,,
P209,新藤 義孝,自民党,埼玉2,現職,https://ja.wikipedia.org/wiki/新藤義孝,,,,
P210,菅原 一秀,自民党,東京9,現職,https://ja.wikipedia.org/wiki/菅原一秀,,,,
P211,鈴木 英敬,自民党,三重4,現職,https://ja.wikipedia.org/wiki/鈴木英敬,,,,
P212,鈴木 馨祐,自民党,神奈川7,現職,https://ja.wikipedia.org/wiki/鈴木馨祐,,,,
P213,鈴木 俊一,自民党,岩手2,現職,https://ja.wikipedia.org/wiki/鈴木俊一,,,,
P214,鈴木 淳司,自民党,比例・東海,現職,https://ja.wikipedia.org/wiki/%E9%88%B4%E6%9C%A8%E6%B7%B3%E5%8F%B8,https://x.com/jyunji_suzuki,,,
P215,鈴木 貴子,自民党,北海道7,現職,https://ja.wikipedia.org/wiki/鈴木貴子,,,,
P216,鈴木 拓海,自民党,比例・北関東,現職,https://ja.wikipedia.org/wiki/鈴木拓海,,,,
P217,鈴木 憲和,自民党,山形2,現職,https://ja.wikipedia.org/wiki/%E9%88%B4%E6%9C%A8%E6%86%B2%E5%92%8C,https://x.com/norikazu_0130,,,
P218,鈴木 隼人,自民党,東京10,現職,https://ja.wikipedia.org/wiki/鈴木隼人,,,,
P219,鈴木 美香,参政党,比例・東京,現職,https://ja.wikipedia.org/wiki/鈴木美香,,,,
P220,鈴木 義弘,国民民主党,比例・北関東,現職,https://ja.wikipedia.org/wiki/鈴木義弘,,,,
P221,須田 英太郎,チームみらい,比例・東海,現職,https://ja.wikipedia.org/wiki/須田英太郎,,,,
P222,住吉 寛紀,日本維新の会,比例・近畿,現職,https://ja.wikipedia.org/wiki/住吉寛紀,,,,
P223,関 健一郎,日本維新の会,比例・東海,現職,https://ja.wikipedia.org/wiki/関健一郎,,,,
P224,関 芳弘,自民党,兵庫3,現職,https://ja.wikipedia.org/wiki/関芳弘,,,,
P225,世古 万美子,自民党,比例・東海,現職,https://ja.wikipedia.org/wiki/世古万美子,,,,
P226,世耕 弘成,自民党,和歌山2,現職,https://ja.wikipedia.org/wiki/世耕弘成,https://x.com/SekoHiroshige,,,
P227,瀬戸 隆一,自民党,比例・四国,現職,https://ja.wikipedia.org/wiki/瀬戸隆一,,,,
P228,園崎 弘道,自民党,京都6,現職,https://ja.wikipedia.org/wiki/園崎弘道,,,,
P229,平 将明,自民党,東京4,現職,https://ja.wikipedia.org/wiki/平将明,https://x.com/TAIRAMASAaki,,,
P230,高市 早苗,自民党,奈良2,現職,https://ja.wikipedia.org/wiki/高市早苗,https://x.com/takaichi_sanae,,,
P231,高階 恵美子,自民党,島根1,現職,https://ja.wikipedia.org/wiki/高階恵美子,,,,
P232,高木 啓,自民党,東京12,現職,https://ja.wikipedia.org/wiki/高木啓,,,,
P233,高木 宏壽,自民党,北海道3,現職,https://ja.wikipedia.org/wiki/高木宏壽,,,,
P234,高沢 一基,国民民主党,比例・東京,現職,https://ja.wikipedia.org/wiki/高沢一基,,,,
P235,高鳥 修一,自民党,新潟5,現職,https://ja.wikipedia.org/wiki/高鳥修一,,,,
P236,高橋 祐介,自民党,北海道2,現職,https://ja.wikipedia.org/wiki/高橋祐介,,,,
P237,高見 康裕,自民党,島根2,現職,https://ja.wikipedia.org/wiki/高見康裕,,,,
P238,高見 亮,日本維新の会,大阪2,現職,https://ja.wikipedia.org/wiki/高見亮,,,,
P239,高山 聡史,チームみらい,比例・東京,現職,https://ja.wikipedia.org/wiki/高山聡史,,,,
P240,武井 俊輔,自民党,比例・九州,現職,https://ja.wikipedia.org/wiki/武井俊輔,,,,
P241,武田 良太,自民党,福岡11,現職,https://ja.wikipedia.org/wiki/武田良太,,,,
P242,武部 新,自民党,北海道12,現職,https://ja.wikipedia.org/wiki/武部新,,,,
P243,武村 展英,自民党,滋賀3,現職,https://ja.wikipedia.org/wiki/武村展英,,,,
P244,田嶋 要,中道改革連合,比例・南関東,現職,https://ja.wikipedia.org/wiki/田嶋要,,,,
P245,橘 慶一郎,自民党,富山3,現職,https://ja.wikipedia.org/wiki/橘慶一郎,,,,
P246,辰巳 孝太郎,日本共産党,比例・近畿,現職,https://ja.wikipedia.org/wiki/辰巳孝太郎,,,,
P247,田所 嘉徳,自民党,茨城1,現職,https://ja.wikipedia.org/wiki/田所嘉徳,,,,
P248,田中 和徳,自民党,神奈川10,現職,https://ja.wikipedia.org/wiki/田中和徳,,,,
P249,田中 健,国民民主党,比例・東海,現職,https://ja.wikipedia.org/wiki/田中健,,,,
P250,田中 昌史,自民党,比例・東京,現職,https://ja.wikipedia.org/wiki/田中昌史,,,,
P251,田中 良生,自民党,埼玉15,現職,https://ja.wikipedia.org/wiki/田中良生,,,,
P252,棚橋 泰文,自民党,岐阜2,現職,https://ja.wikipedia.org/wiki/棚橋泰文,,,,
P253,谷 公一,自民党,兵庫5,現職,https://ja.wikipedia.org/wiki/谷公一,,,,
P254,谷 浩一郎,参政党,比例・近畿,現職,https://ja.wikipedia.org/wiki/谷浩一郎,,,,
P255,谷川 とむ,自民党,大阪19,現職,https://ja.wikipedia.org/wiki/谷川とむ,,,,
P256,田野瀬 太道,自民党,奈良3,現職,https://ja.wikipedia.org/wiki/田野瀬太道,,,,
P257,田畑 裕明,自民党,比例・北陸信越,現職,https://ja.wikipedia.org/wiki/田畑裕明,,,,
P258,玉木 雄一郎,国民民主党,香川2,現職,https://ja.wikipedia.org/wiki/玉木雄一郎,https://x.com/tamakiyuichiro,,,
P259,田宮 寿人,自民党,千葉9,現職,https://ja.wikipedia.org/wiki/田宮寿人,,,,
P260,田村 智子,日本共産党,比例・東京,現職,https://ja.wikipedia.org/wiki/田村智子,https://x.com/tamutomojcp,,,
P261,田村 憲久,自民党,三重1,現職,https://ja.wikipedia.org/wiki/田村憲久,,,,
P262,俵田 祐児,自民党,比例・中国,現職,https://ja.wikipedia.org/wiki/俵田祐児,,,,
P263,丹野 みどり,国民民主党,愛知11,現職,https://ja.wikipedia.org/wiki/丹野みどり,,,,
P264,辻 清人,自民党,東京2,現職,https://ja.wikipedia.org/wiki/辻清人,,,,
P265,辻 秀樹,自民党,比例・東海,現職,https://ja.wikipedia.org/wiki/辻秀樹,,,,
P266,辻 由布子,自民党,比例・東京,現職,https://ja.wikipedia.org/wiki/辻由布子,,,,
P267,津島 淳,自民党,青森1,現職,https://ja.wikipedia.org/wiki/津島淳,,,,
P268,土田 慎,自民党,東京13,現職,https://ja.wikipedia.org/wiki/土田慎,,,,
P269,土屋 品子,自民党,埼玉16,現職,https://ja.wikipedia.org/wiki/土屋品子,,,,
P270,角田 秀穂,中道改革連合,比例・南関東,現職,https://ja.wikipedia.org/wiki/角田秀穂,,,,
P271,寺田 稔,自民党,比例・中国,現職,https://ja.wikipedia.org/wiki/寺田稔,,,,
P272,土井 亨,自民党,宮城1,現職,https://ja.wikipedia.org/wiki/土井亨,,,,
P273,渡海 紀三朗,自民党,兵庫10,現職,https://ja.wikipedia.org/wiki/渡海紀三朗,,,,
P274,冨樫 博之,自民党,秋田1,現職,https://ja.wikipedia.org/wiki/冨樫博之,,,,
P275,とかしきなおみ,自民党,比例・近畿,現職,https://ja.wikipedia.org/wiki/とかしきなおみ,,,,
P276,土橋 章宏,チームみらい,比例・東京,現職,https://ja.wikipedia.org/wiki/土橋章宏,,,,
P277,豊田 真由子,参政党,比例・北関東,現職,https://ja.wikipedia.org/wiki/豊田真由子,,,,
P278,永岡 桂子,自民党,比例・北関東,現職,https://ja.wikipedia.org/wiki/永岡桂子,,,,
P279,中川こういち,自民党,北海道11,現職,https://ja.wikipedia.org/wiki/中川こういち,,,,
P280,中川 貴元,自民党,比例・東海,現職,https://ja.wikipedia.org/wiki/中川貴元,,,,
P281,中川 宏昌,中道改革連合,比例・北陸信越,現職,https://ja.wikipedia.org/wiki/中川宏昌,,,,
P282,中川 康洋,中道改革連合,比例・東海,現職,https://ja.wikipedia.org/wiki/中川康洋,,,,
P283,長坂 康正,自民党,愛知9,現職,https://ja.wikipedia.org/wiki/%E9%95%B7%E5%9D%82%E5%BA%B7%E6%AD%A3,https://x.com/nagasakajimusho,,,
P284,長澤 興祐,自民党,東京29,現職,https://ja.wikipedia.org/wiki/長澤興祐,,,,
P285,長島 昭久,自民党,東京30,現職,https://ja.wikipedia.org/wiki/%E9%95%B7%E5%B3%B6%E6%98%AD%E4%B9%85,https://x.com/nagashima21,,,
P286,中曽根 康隆,自民党,群馬1,現職,https://ja.wikipedia.org/wiki/中曽根康隆,,,,
P287,中田 宏,自民党,富山1,現職,https://ja.wikipedia.org/wiki/中田宏,,,,
P288,永田 磨梨奈,自民党,神奈川4,現職,https://ja.wikipedia.org/wiki/永田磨梨奈,,,,
P289,中谷 元,自民党,高知1,現職,https://ja.wikipedia.org/wiki/%E4%B8%AD%E8%B0%B7%E5%85%83,https://x.com/gen_nakatani,,,
P290,中谷 真一,自民党,山梨1,現職,https://ja.wikipedia.org/wiki/%E4%B8%AD%E8%B0%B7%E7%9C%9F%E4%B8%80,https://x.com/nakatani80,,,
P291,中司 宏,日本維新の会,大阪11,現職,https://ja.wikipedia.org/wiki/中司宏,,,,
P292,長妻 昭,中道改革連合,比例・東京,現職,https://ja.wikipedia.org/wiki/長妻昭,,,,
P293,長友 慎治,国民民主党,宮崎2,現職,https://ja.wikipedia.org/wiki/長友慎治,,,,
P294,中西 健治,自民党,神奈川3,現職,https://ja.wikipedia.org/wiki/中西健治,,,,
P295,中根 一幸,自民党,比例・北関東,現職,https://ja.wikipedia.org/wiki/中根一幸,,,,
P296,中野 英幸,自民党,埼玉7,現職,https://ja.wikipedia.org/wiki/中野英幸,,,,
P297,中野 洋昌,中道改革連合,比例・近畿,現職,https://ja.wikipedia.org/wiki/中野洋昌,,,,
P298,長野 春信,自民党,比例・南関東,現職,https://ja.wikipedia.org/wiki/長野春信,,,,
P299,中村 はやと,無所属,茨城7,現職,https://ja.wikipedia.org/wiki/中村はやと,,,,
P300,中村 裕之,自民党,北海道4,現職,https://ja.wikipedia.org/wiki/中村裕之,,,,
P301,なかや めぐ,参政党,比例・南関東,現職,https://ja.wikipedia.org/wiki/なかやめぐ,,,,
P302,中山 展宏,自民党,比例・四国,現職,https://ja.wikipedia.org/wiki/中山展宏,,,,
P303,中山 泰秀,自民党,比例・近畿,現職,https://ja.wikipedia.org/wiki/中山泰秀,,,,
P304,鍋島 勢理,国民民主党,比例・中国,現職,https://ja.wikipedia.org/wiki/鍋島勢理,,,,
P305,仁木 博文,自民党,徳島1,現職,https://ja.wikipedia.org/wiki/仁木博文,,,,
P306,西岡 秀子,国民民主党,長崎1,現職,https://ja.wikipedia.org/wiki/西岡秀子,,,,
P307,西岡 義高,国民民主党,比例・南関東,現職,https://ja.wikipedia.org/wiki/西岡義高,,,,
P308,西園 勝秀,中道改革連合,比例・東海,現職,https://ja.wikipedia.org/wiki/西園勝秀,,,,
P309,西田 薫,日本維新の会,大阪6,現職,https://ja.wikipedia.org/wiki/西田薫,,,,
P310,西田 昭二,自民党,石川3,現職,https://ja.wikipedia.org/wiki/西田昭二,,,,
P311,西野 太亮,自民党,熊本2,現職,https://ja.wikipedia.org/wiki/西野太亮,,,,
P312,西村 明宏,自民党,宮城3,現職,https://ja.wikipedia.org/wiki/西村明宏,,,,
P313,西村 智奈美,中道改革連合,比例・北陸信越,現職,https://ja.wikipedia.org/wiki/西村智奈美,,,,
P314,西村 康稔,自民党,兵庫9,現職,https://ja.wikipedia.org/wiki/西村康稔,,,,
P315,西銘 恒三郎,自民党,沖縄4,現職,https://ja.wikipedia.org/wiki/西銘恒三郎,,,,
P316,西山 尚利,自民党,福島1,現職,https://ja.wikipedia.org/wiki/西山尚利,,,,
P317,新田 章文,自民党,神奈川2,現職,https://ja.wikipedia.org/wiki/新田章文,,,,
P318,丹羽 秀樹,自民党,愛知6,現職,https://ja.wikipedia.org/wiki/丹羽秀樹,,,,
P319,額賀 福志郎,自民党,茨城2,現職,https://ja.wikipedia.org/wiki/額賀福志郎,,,,
P320,沼崎 満子,中道改革連合,比例・南関東,現職,https://ja.wikipedia.org/wiki/沼崎満子,,,,
P321,根本 拓,自民党,福島2,現職,https://ja.wikipedia.org/wiki/根本拓,,,,
P322,根本 幸典,自民党,愛知15,現職,https://ja.wikipedia.org/wiki/根本幸典,,,,
P323,野田 聖子,自民党,岐阜1,現職,https://ja.wikipedia.org/wiki/野田聖子,,,,
P324,野田 佳彦,中道改革連合,千葉14,現職,https://ja.wikipedia.org/wiki/野田佳彦,https://x.com/nodasouri,,,
P325,野中 厚,自民党,埼玉12,現職,https://ja.wikipedia.org/wiki/野中厚,,,,
P326,野間 健,中道改革連合,鹿児島3,現職,https://ja.wikipedia.org/wiki/%E9%87%8E%E9%96%93%E5%81%A5,https://x.com/iT2id4lCBHRq1l5,,,
P327,野村 美穂,国民民主党,比例・東海,現職,https://ja.wikipedia.org/wiki/野村美穂,,,,
P328,萩生田 光一,自民党,東京24,現職,https://ja.wikipedia.org/wiki/%E8%90%A9%E7%94%9F%E7%94%B0%E5%85%89%E4%B8%80,https://x.com/hagiuda_ko1,,,
P329,萩原 佳,日本維新の会,大阪9,現職,https://ja.wikipedia.org/wiki/萩原佳,,,,
P330,橋本 岳,自民党,岡山4,現職,https://ja.wikipedia.org/wiki/%E6%A9%8B%E6%9C%AC%E5%B2%B3,https://x.com/ga9_h,,,
P331,橋本 幹彦,国民民主党,比例・北関東,現職,https://ja.wikipedia.org/wiki/橋本幹彦,,,,
P332,長谷川 淳二,自民党,愛媛3,現職,https://ja.wikipedia.org/wiki/%E9%95%B7%E8%B0%B7%E5%B7%9D%E6%B7%B3%E4%BA%8C,https://x.com/HasegawaJunji,,,
P333,畑野 君枝,日本共産党,比例・南関東,現職,https://ja.wikipedia.org/wiki/畑野君枝,,,,
P334,鳩山 二郎,自民党,福岡6,現職,https://ja.wikipedia.org/wiki/鳩山二郎,,,,
P335,葉梨 康弘,自民党,茨城3,現職,https://ja.wikipedia.org/wiki/葉梨康弘,,,,
P336,馬場 伸幸,日本維新の会,大阪17,現職,https://ja.wikipedia.org/wiki/馬場伸幸,https://x.com/baba_ishin,,,
P337,浜田 靖一,自民党,千葉12,現職,https://ja.wikipedia.org/wiki/浜田靖一,,,,
P338,浜地 雅一,中道改革連合,比例・九州,現職,https://ja.wikipedia.org/wiki/浜地雅一,,,,
P339,林 拓海,チームみらい,比例・東北,現職,https://ja.wikipedia.org/wiki/林拓海,,,,
P340,林 芳正,自民党,山口3,現職,https://ja.wikipedia.org/wiki/林芳正,https://x.com/hayashi0024,,,
P341,原田 直樹,中道改革連合,比例・南関東,現職,https://ja.wikipedia.org/wiki/原田直樹,,,,
P342,原山 大亮,日本維新の会,比例・近畿,現職,https://ja.wikipedia.org/wiki/原山大亮,,,,
P343,東田 淳平,自民党,比例・近畿,現職,https://ja.wikipedia.org/wiki/東田淳平,,,,
P344,日野 紗里亜,国民民主党,愛知7,現職,https://ja.wikipedia.org/wiki/日野紗里亜,,,,
P345,平井 卓也,自民党,比例・四国,現職,https://ja.wikipedia.org/wiki/平井卓也,,,,
P346,平口 洋,自民党,広島2,現職,https://ja.wikipedia.org/wiki/平口洋,,,,
P347,平沢 勝栄,自民党,東京17,現職,https://ja.wikipedia.org/wiki/平沢勝栄,,,,
P348,平沼 正二郎,自民党,比例・中国,現職,https://ja.wikipedia.org/wiki/平沼正二郎,,,,
P349,平林 晃,中道改革連合,比例・中国,現職,https://ja.wikipedia.org/wiki/平林晃,,,,
P350,広瀬 建,自民党,大分2,現職,https://ja.wikipedia.org/wiki/広瀬建,,,,
P351,深作 ヘスス,国民民主党,比例・南関東,現職,https://ja.wikipedia.org/wiki/深作ヘスス,,,,
P352,深澤 陽一,自民党,静岡4,現職,https://ja.wikipedia.org/wiki/深澤陽一,,,,
P353,福重 隆浩,中道改革連合,比例・北関東,現職,https://ja.wikipedia.org/wiki/福重隆浩,,,,
P354,福田 徹,国民民主党,比例・東海,現職,https://ja.wikipedia.org/wiki/福田徹,,,,
P355,福田 かおる,自民党,東京18,現職,https://ja.wikipedia.org/wiki/福田かおる,,,,
P356,福田 達夫,自民党,群馬4,現職,https://ja.wikipedia.org/wiki/福田達夫,,,,
P357,福原 淳嗣,自民党,秋田2,現職,https://ja.wikipedia.org/wiki/福原淳嗣,,,,
P358,藤井 比早之,自民党,兵庫4,現職,https://ja.wikipedia.org/wiki/藤井比早之,,,,
P359,藤沢 忠盛,自民党,比例・東海,現職,https://ja.wikipedia.org/wiki/藤沢忠盛,,,,
P360,藤田 ひかる,自民党,長野2,現職,https://ja.wikipedia.org/wiki/藤田ひかる,,,,
P361,藤田 文武,日本維新の会,大阪12,現職,https://ja.wikipedia.org/wiki/藤田文武,https://x.com/fujita_fumitake,,,
P362,藤田 誠,自民党,埼玉14,現職,https://ja.wikipedia.org/wiki/藤田誠,,,,
P363,藤田 洋司,自民党,比例・近畿,現職,https://ja.wikipedia.org/wiki/藤田洋司,,,,
P364,藤丸 敏,自民党,福岡7,現職,https://ja.wikipedia.org/wiki/藤丸敏,,,,
P365,藤原 崇,自民党,岩手3,現職,https://ja.wikipedia.org/wiki/藤原崇,,,,
P366,文月 涼,自民党,比例・南関東,現職,https://ja.wikipedia.org/wiki/文月涼,,,,
P367,船田 元,自民党,栃木1,現職,https://ja.wikipedia.org/wiki/船田元,,,,
P368,古井 康介,自民党,比例・北陸信越,現職,https://ja.wikipedia.org/wiki/古井康介,,,,
P369,古川 あおい,チームみらい,比例・九州,現職,https://ja.wikipedia.org/wiki/古川あおい,,,,
P370,古川 直季,自民党,神奈川6,現職,https://ja.wikipedia.org/wiki/古川直季,,,,
P371,古川 元久,国民民主党,愛知2,現職,https://ja.wikipedia.org/wiki/古川元久,,,,
P372,古川 康,自民党,佐賀2,現職,https://ja.wikipedia.org/wiki/古川康,,,,
